"SEQN","RIDAGEYR","INDFMPIR","DMDEDUC2","DMDMARTL","RIAGENDR","RIDRETH1"
62168,6,3.48,NA,NA,1,5
62169,21,0.33,3,5,1,5
62170,15,5,NA,NA,1,5
62171,14,2.46,NA,NA,1,1
62172,43,2.02,3,5,2,4
62173,2,NA,NA,NA,2,1
62174,80,4.3,5,1,1,3
62175,5,0.39,NA,NA,1,3
62176,34,5,5,1,2,3
62177,51,NA,3,1,1,5
62178,80,0.05,3,2,1,3
62179,55,5,5,1,1,5
62180,35,0.87,5,1,1,3
62181,9,0.55,NA,NA,1,1
62182,75,NA,5,1,1,3
62183,6,3.6,NA,NA,1,4
62184,26,3.85,3,5,1,4
62185,16,NA,NA,NA,1,1
62186,17,0.53,NA,NA,2,4
62187,9,NA,NA,NA,2,1
62188,2,0.78,NA,NA,1,2
62189,30,3.04,4,1,2,5
62190,15,0.54,NA,NA,2,1
62191,70,0.9,3,3,1,4
62192,11,2.05,NA,NA,2,1
62193,17,1.18,NA,NA,1,4
62194,9,5,NA,NA,2,3
62195,35,2.39,4,6,1,4
62196,1,2.22,NA,NA,1,3
62197,16,5,NA,NA,2,4
62198,7,0.61,NA,NA,1,3
62199,57,5,5,6,1,3
62200,42,4.07,5,1,1,5
62201,58,1.34,2,2,2,5
62202,36,2.83,2,1,1,1
62203,8,NA,NA,NA,1,4
62204,9,5,NA,NA,2,5
62205,28,5,5,5,1,3
62206,35,2.74,4,1,2,3
62207,0,1.05,NA,NA,1,4
62208,38,1.53,4,1,1,2
62209,62,1.11,1,4,2,1
62210,15,5,NA,NA,1,3
62211,63,2.22,1,1,2,1
62212,8,NA,NA,NA,2,4
62213,2,0.94,NA,NA,1,4
62214,22,1.41,3,4,2,4
62215,65,NA,4,1,2,3
62216,0,5,NA,NA,1,3
62217,77,0.97,1,5,2,1
62218,38,4.05,4,5,2,4
62219,2,0.44,NA,NA,2,1
62220,31,4.92,5,5,2,4
62221,41,3.6,5,1,2,4
62222,32,5,5,1,1,3
62223,54,NA,3,1,1,5
62224,29,2.46,1,1,2,2
62225,13,4.99,NA,NA,2,1
62226,80,3.64,4,1,1,2
62227,19,5,NA,NA,1,3
62228,50,3.15,5,1,1,3
62229,31,1.31,5,1,2,3
62230,75,1.07,1,3,1,3
62231,48,3.92,3,1,2,1
62232,42,3.3,4,1,2,3
62233,63,0.78,2,4,2,1
62234,23,4.89,4,5,1,4
62235,2,5,NA,NA,2,3
62236,61,5,4,1,1,5
62237,58,2.64,5,1,2,3
62238,0,1.85,NA,NA,2,3
62239,22,0.09,3,6,2,2
62240,14,3.25,NA,NA,2,2
62241,2,3.45,NA,NA,1,2
62242,24,1.98,5,5,1,3
62243,1,5,NA,NA,2,3
62244,1,5,NA,NA,1,1
62245,8,5,NA,NA,1,5
62246,0,NA,NA,NA,2,1
62247,0,1.74,NA,NA,2,4
62248,65,1.2,1,1,1,5
62249,26,1.38,5,5,2,3
62250,34,5,5,1,1,1
62251,51,NA,4,1,2,5
62252,11,2.62,NA,NA,2,1
62253,18,5,NA,NA,1,3
62254,14,NA,NA,NA,1,4
62255,65,0.87,3,1,1,3
62256,80,1.63,1,1,1,3
62257,2,NA,NA,NA,2,1
62258,47,0.93,1,1,1,2
62259,61,0.87,4,3,1,4
62260,10,5,NA,NA,1,3
62261,47,3.25,4,1,1,2
62262,0,0.74,NA,NA,2,2
62263,2,0.61,NA,NA,1,3
62264,77,2.72,2,1,1,3
62265,52,1.13,4,1,1,3
62266,64,1.79,5,3,1,3
62267,27,1.08,4,1,2,3
62268,15,0.78,NA,NA,2,1
62269,29,0.1,2,5,1,4
62270,33,0.56,5,5,2,2
62271,7,1.63,NA,NA,1,4
62272,9,0.64,NA,NA,1,2
62273,15,4.03,NA,NA,2,5
62274,2,0.38,NA,NA,1,4
62275,41,5,5,5,2,5
62276,9,5,NA,NA,1,3
62277,55,5,4,3,2,3
62278,72,2.51,4,1,2,3
62279,80,NA,2,2,1,4
62280,54,1.7,4,2,2,4
62281,13,0.96,NA,NA,2,4
62282,57,1.7,5,3,2,4
62283,2,2.93,NA,NA,1,1
62284,64,2.41,5,1,2,3
62285,17,1.31,NA,NA,2,3
62286,30,NA,3,5,1,4
62287,73,2.11,4,1,2,4
62288,29,2.24,4,5,1,3
62289,71,1.07,2,3,1,5
62290,2,0,NA,NA,2,4
62291,56,5,4,1,1,5
62292,80,5,5,2,1,3
62293,67,1.16,4,3,1,3
62294,9,0.54,NA,NA,1,2
62295,69,0.79,2,2,2,2
62296,19,5,NA,NA,1,4
62297,43,3.67,4,1,1,4
62298,15,3.8,NA,NA,1,3
62299,8,NA,NA,NA,1,5
62300,6,4.09,NA,NA,2,4
62301,23,NA,2,5,1,4
62302,51,NA,1,5,2,2
62303,76,1.62,3,1,2,3
62304,6,0.96,NA,NA,2,1
62305,10,2.37,NA,NA,1,1
62306,0,NA,NA,NA,1,2
62307,61,1.2,3,5,1,4
62308,78,2.64,3,1,2,3
62309,47,0.46,2,2,2,1
62310,8,0.1,NA,NA,2,4
62311,18,3.92,NA,NA,1,3
62312,63,1.85,1,1,2,1
62313,7,0.76,NA,NA,1,1
62314,61,1.33,3,5,1,4
62315,80,NA,2,2,2,4
62316,39,0.81,2,1,1,2
62317,46,0.94,5,1,1,3
62318,0,0.27,NA,NA,2,3
62319,4,0.08,NA,NA,2,4
62320,64,2.89,4,1,2,3
62321,8,4.03,NA,NA,2,5
62322,4,0.4,NA,NA,2,4
62323,2,0,NA,NA,2,4
62324,60,0.23,4,4,2,1
62325,43,0.1,3,6,2,4
62326,69,4.3,5,1,1,3
62327,19,1.12,NA,NA,2,4
62328,9,5,NA,NA,2,4
62329,2,0.39,NA,NA,1,2
62330,33,5,5,1,2,5
62331,9,3.94,NA,NA,1,5
62332,22,1.06,4,6,1,3
62333,45,NA,3,1,2,5
62334,9,0.87,NA,NA,1,3
62335,14,3.69,NA,NA,1,2
62336,55,3.67,4,6,1,2
62337,10,1.04,NA,NA,2,1
62338,2,0.68,NA,NA,2,1
62339,29,5,4,1,1,3
62340,44,1.28,4,1,1,3
62341,8,2.16,NA,NA,1,1
62342,38,1.85,4,1,2,3
62343,28,0.76,4,5,1,4
62344,32,NA,5,5,2,4
62345,38,5,5,1,2,3
62346,19,0.22,NA,NA,1,5
62347,71,1.21,3,2,2,3
62348,19,1.19,NA,NA,2,4
62349,23,1.5,4,1,2,3
62350,43,2.72,3,3,2,3
62351,7,0.92,NA,NA,1,3
62352,3,1.1,NA,NA,2,4
62353,80,5,5,1,1,3
62354,11,2.72,NA,NA,2,3
62355,16,1.79,NA,NA,2,5
62356,14,NA,NA,NA,2,1
62357,36,5,4,1,1,3
62358,0,1.99,NA,NA,2,1
62359,54,1.04,1,1,2,1
62360,17,1.04,NA,NA,1,4
62361,7,0.21,NA,NA,1,4
62362,11,1,NA,NA,2,4
62363,44,1.43,2,3,2,3
62364,4,2.17,NA,NA,2,1
62365,37,3.4,4,1,2,5
62366,80,1.65,3,1,1,3
62367,50,3.23,2,1,1,5
62368,80,0.81,1,2,2,2
62369,8,1.53,NA,NA,2,2
62370,21,3.7,4,5,1,5
62371,32,5,5,1,1,5
62372,55,2.01,4,1,2,5
62373,46,1.34,1,1,1,1
62374,31,0.78,4,3,2,3
62375,24,0.65,3,6,1,1
62376,6,0.84,NA,NA,1,4
62377,78,1.24,2,2,2,3
62378,68,4.66,1,3,2,2
62379,40,3.22,5,5,1,5
62380,16,2,NA,NA,1,1
62381,21,0.74,3,5,1,4
62382,1,0.2,NA,NA,2,4
62383,23,1.38,5,5,1,3
62384,40,2.31,3,4,1,3
62385,0,1.32,NA,NA,1,4
62386,35,2.51,3,1,1,5
62387,23,1.29,3,5,1,4
62388,69,1.12,3,2,2,3
62389,16,5,NA,NA,2,5
62390,25,4.59,5,5,2,5
62391,40,5,3,1,2,1
62392,1,0.96,NA,NA,2,1
62393,20,1.53,3,5,1,1
62394,1,0.13,NA,NA,1,1
62395,1,2.24,NA,NA,2,1
62396,10,0.62,NA,NA,1,1
62397,70,NA,1,2,2,1
62398,9,0.94,NA,NA,1,3
62399,53,1.63,1,1,2,1
62400,31,1.22,4,5,2,3
62401,15,1.95,NA,NA,2,3
62402,48,1.15,1,4,1,5
62403,3,NA,NA,NA,2,4
62404,44,2.95,3,5,1,4
62405,5,0.27,NA,NA,1,2
62406,10,1.74,NA,NA,2,2
62407,49,1.1,4,3,1,5
62408,58,2.86,4,1,1,3
62409,80,1.16,3,2,2,3
62410,5,0.65,NA,NA,1,4
62411,51,3.21,4,5,2,4
62412,16,1.5,NA,NA,1,1
62413,65,1.6,4,6,1,3
62414,58,0.4,3,5,1,4
62415,27,5,4,1,2,3
62416,19,2.91,NA,NA,2,2
62417,26,4.66,4,5,2,2
62418,80,1.98,1,2,1,3
62419,80,0.65,3,1,1,3
62420,24,NA,4,5,1,1
62421,23,0,5,5,1,5
62422,72,5,4,2,2,3
62423,8,3.8,NA,NA,2,4
62424,20,0.9,2,5,1,2
62425,30,5,5,1,2,3
62426,9,1.63,NA,NA,1,1
62427,15,0.69,NA,NA,1,4
62428,12,4.2,NA,NA,2,4
62429,47,5,5,5,1,4
62430,27,2.93,5,1,1,2
62431,54,0.81,2,5,1,4
62432,38,5,5,1,2,3
62433,10,NA,NA,NA,1,4
62434,61,5,3,6,2,4
62435,0,NA,NA,NA,2,3
62436,4,0.47,NA,NA,1,1
62437,39,0.67,2,6,1,1
62438,0,1.49,NA,NA,1,4
62439,75,5,4,1,1,3
62440,22,1.33,4,1,1,1
62441,68,0.31,1,1,1,2
62442,0,2.71,NA,NA,1,4
62443,4,1.67,NA,NA,2,4
62444,23,0,5,5,2,4
62445,42,1.08,4,4,2,4
62446,4,0,NA,NA,2,2
62447,19,1.43,NA,NA,2,1
62448,13,1.11,NA,NA,1,1
62449,38,3.36,2,1,2,2
62450,57,1.92,4,1,1,3
62451,0,0.23,NA,NA,2,3
62452,39,0.81,3,5,1,2
62453,2,1.57,NA,NA,2,4
62454,64,1.32,4,1,2,2
62455,18,5,NA,NA,1,4
62456,17,3.93,NA,NA,1,4
62457,69,5,5,1,1,4
62458,13,NA,NA,NA,1,5
62459,4,NA,NA,NA,1,3
62460,41,4.34,5,1,1,3
62461,29,1.98,3,5,2,4
62462,11,5,NA,NA,2,3
62463,7,0.65,NA,NA,1,1
62464,32,3.21,3,6,1,3
62465,44,4.21,5,1,2,4
62466,4,1.06,NA,NA,1,4
62467,65,2.15,5,1,1,3
62468,0,0.89,NA,NA,2,2
62469,9,0.76,NA,NA,1,4
62470,4,0.8,NA,NA,1,1
62471,76,NA,1,3,2,3
62472,31,2.69,5,6,1,4
62473,17,1.9,NA,NA,2,4
62474,71,1.13,3,2,2,3
62475,22,0.05,3,6,1,3
62476,40,1.29,3,5,1,3
62477,11,1.03,NA,NA,1,3
62478,5,0.03,NA,NA,1,4
62479,36,2.41,5,1,2,5
62480,43,4.12,3,1,1,3
62481,39,3.13,5,4,2,2
62482,32,1.34,4,6,2,3
62483,11,0.65,NA,NA,1,3
62484,42,1.22,4,1,2,4
62485,21,0.28,4,5,1,4
62486,14,1.72,NA,NA,2,3
62487,65,5,2,1,1,2
62488,9,5,NA,NA,1,3
62489,1,0.4,NA,NA,2,4
62490,0,3,NA,NA,1,3
62491,61,5,3,1,2,5
62492,6,2.48,NA,NA,1,5
62493,0,2.65,NA,NA,2,5
62494,28,3.67,4,1,1,2
62495,44,3.61,2,5,1,3
62496,4,0.89,NA,NA,1,1
62497,12,4.5,NA,NA,1,3
62498,13,3.15,NA,NA,2,1
62499,1,0.97,NA,NA,2,5
62500,52,NA,5,1,2,4
62501,30,3.15,5,1,2,3
62502,35,0.42,3,6,1,4
62503,5,0.9,NA,NA,1,3
62504,30,0.39,1,6,2,2
62505,3,NA,NA,NA,2,1
62506,46,0.84,3,1,2,2
62507,17,0.24,NA,NA,2,1
62508,3,5,NA,NA,1,3
62509,60,1.36,5,1,2,3
62510,80,2.64,3,1,2,3
62511,9,0.44,NA,NA,1,3
62512,39,5,5,1,1,5
62513,46,1,1,1,2,2
62514,44,1.19,3,1,1,3
62515,42,0.01,1,5,2,2
62516,10,3.25,NA,NA,1,2
62517,80,NA,1,1,1,3
62518,47,5,5,1,1,5
62519,56,0.72,3,3,1,4
62520,0,0.89,NA,NA,1,3
62521,59,5,5,3,2,3
62522,54,5,4,3,1,3
62523,33,0.99,4,1,1,4
62524,23,3.67,5,5,1,3
62525,15,0.68,NA,NA,1,5
62526,62,NA,3,1,2,2
62527,79,NA,2,5,1,4
62528,40,NA,1,6,1,2
62529,59,NA,4,1,1,4
62530,51,0.89,2,3,2,3
62531,52,0.4,3,1,2,4
62532,64,NA,3,77,2,4
62533,1,2.7,NA,NA,2,1
62534,13,0.37,NA,NA,1,5
62535,5,2.74,NA,NA,2,3
62536,46,5,2,6,1,5
62537,10,1.62,NA,NA,2,3
62538,1,5,NA,NA,2,4
62539,60,0.92,2,2,1,4
62540,0,3,NA,NA,2,3
62541,13,4.05,NA,NA,2,3
62542,11,0.27,NA,NA,2,2
62543,1,0.26,NA,NA,2,2
62544,42,4.86,5,1,1,4
62545,8,4.52,NA,NA,1,2
62546,64,2.69,4,2,1,1
62547,9,0.5,NA,NA,1,1
62548,57,2.64,3,5,1,2
62549,53,2.01,3,1,1,5
62550,9,5,NA,NA,2,5
62551,37,5,5,1,2,3
62552,41,4.07,5,1,2,3
62553,8,2.5,NA,NA,1,5
62554,15,4.86,NA,NA,2,5
62555,35,1.83,4,6,1,4
62556,31,3.78,5,1,2,5
62557,10,0.46,NA,NA,1,1
62558,49,3.67,3,1,2,4
62559,9,0.51,NA,NA,2,1
62560,56,NA,4,1,2,4
62561,10,2.91,NA,NA,2,3
62562,4,0,NA,NA,1,1
62563,72,NA,7,77,2,4
62564,13,0.17,NA,NA,2,4
62565,23,1.84,5,5,1,5
62566,2,0.18,NA,NA,2,4
62567,80,NA,1,3,2,3
62568,1,0.56,NA,NA,2,1
62569,80,3.47,1,2,2,3
62570,6,0.22,NA,NA,1,4
62571,32,3.06,5,5,2,3
62572,80,3.22,5,3,2,3
62573,48,1.1,4,3,2,3
62574,13,2.88,NA,NA,2,3
62575,24,NA,4,1,2,3
62576,66,2.22,1,1,1,1
62577,71,2.04,4,1,2,3
62578,6,1.55,NA,NA,2,3
62579,78,1.08,4,1,1,1
62580,14,0.5,NA,NA,2,3
62581,10,5,NA,NA,2,3
62582,10,1.26,NA,NA,2,3
62583,17,1.95,NA,NA,2,3
62584,22,3.4,3,5,1,3
62585,80,0.98,3,2,2,4
62586,70,2.02,3,5,1,3
62587,73,1.07,4,6,1,3
62588,21,0.18,4,5,1,3
62589,75,1.89,4,3,2,3
62590,11,1.69,NA,NA,1,4
62591,10,3.58,NA,NA,1,3
62592,0,1.08,NA,NA,1,3
62593,72,2.92,5,2,2,3
62594,0,0.67,NA,NA,1,4
62595,28,4.32,4,1,2,5
62596,52,0.65,5,1,2,5
62597,60,1,2,2,2,4
62598,18,0.43,NA,NA,1,4
62599,50,0.76,4,5,2,4
62600,10,3.25,NA,NA,1,2
62601,65,5,3,1,1,4
62602,80,4.59,4,2,2,3
62603,38,1.25,2,6,2,1
62604,73,1.42,3,5,2,3
62605,1,0.65,NA,NA,1,5
62606,2,1.98,NA,NA,1,4
62607,4,0.04,NA,NA,1,4
62608,67,NA,2,1,2,2
62609,9,0.92,NA,NA,1,3
62610,12,0.39,NA,NA,2,2
62611,45,1.16,2,4,1,5
62612,38,2.68,5,1,2,5
62613,29,0.66,4,1,2,4
62614,12,4.47,NA,NA,1,3
62615,0,0.78,NA,NA,2,4
62616,37,0.69,1,1,2,5
62617,8,1.11,NA,NA,1,5
62618,10,5,NA,NA,1,5
62619,80,3.21,5,5,1,3
62620,7,0.93,NA,NA,2,2
62621,41,1.95,4,1,1,4
62622,15,5,NA,NA,2,5
62623,78,1.57,4,1,2,3
62624,40,3.47,5,1,2,5
62625,60,5,4,1,2,1
62626,13,0.46,NA,NA,1,1
62627,2,2.29,NA,NA,2,1
62628,1,1.6,NA,NA,2,3
62629,11,NA,NA,NA,1,5
62630,68,1.25,2,2,2,3
62631,37,1.28,4,1,2,3
62632,29,1.08,2,5,1,5
62633,61,5,5,1,2,5
62634,68,3.06,2,1,1,3
62635,27,1.08,5,1,2,5
62636,17,0.86,NA,NA,1,4
62637,3,4.2,NA,NA,2,4
62638,9,0.64,NA,NA,2,4
62639,26,3.97,1,6,2,2
62640,31,1.12,3,6,2,3
62641,2,2.83,NA,NA,1,1
62642,30,0.11,3,5,1,3
62643,2,NA,NA,NA,2,4
62644,61,1.79,4,2,1,4
62645,12,NA,NA,NA,2,5
62646,57,3.57,2,1,2,4
62647,0,0.89,NA,NA,1,2
62648,80,4.76,1,2,2,5
62649,76,2.59,3,1,1,4
62650,71,1.85,1,1,1,4
62651,55,2.69,3,3,1,3
62652,46,2.44,2,4,1,1
62653,49,1.3,3,1,1,5
62654,4,0.42,NA,NA,1,3
62655,1,2.6,NA,NA,1,4
62656,0,0.73,NA,NA,2,1
62657,2,NA,NA,NA,2,1
62658,68,2.3,3,3,1,3
62659,18,1.65,NA,NA,1,5
62660,7,NA,NA,NA,2,5
62661,35,3.67,4,5,1,3
62662,11,1.97,NA,NA,2,1
62663,3,5,NA,NA,2,2
62664,64,3.3,5,1,1,3
62665,67,1.8,4,3,2,4
62666,3,0.91,NA,NA,1,5
62667,6,2.44,NA,NA,1,3
62668,33,1.22,4,1,1,4
62669,33,1.35,4,5,1,3
62670,13,1.28,NA,NA,1,3
62671,69,NA,4,3,1,4
62672,13,NA,NA,NA,2,4
62673,34,1.45,1,1,1,1
62674,33,1.16,5,1,2,3
62675,0,5,NA,NA,1,3
62676,17,1.28,NA,NA,2,3
62677,30,4.76,4,1,2,1
62678,68,1.79,1,1,1,2
62679,7,0.54,NA,NA,2,1
62680,68,4.96,3,1,1,5
62681,5,0.33,NA,NA,2,1
62682,62,0.86,3,2,2,3
62683,55,NA,5,1,2,5
62684,29,2.1,4,1,2,3
62685,36,1.89,3,5,1,5
62686,80,2.31,3,2,2,3
62687,10,2,NA,NA,1,4
62688,24,1.98,4,5,1,5
62689,44,5,5,1,1,3
62690,26,NA,4,5,2,4
62691,31,1.79,2,5,1,4
62692,50,3.49,4,5,2,4
62693,69,2.2,2,2,2,1
62694,37,0.86,3,5,1,3
62695,41,0.22,2,4,2,4
62696,13,1.3,NA,NA,1,4
62697,9,1.43,NA,NA,1,2
62698,80,NA,5,1,1,3
62699,1,1.67,NA,NA,1,4
62700,9,0.31,NA,NA,1,4
62701,29,2.24,4,6,2,2
62702,12,1.3,NA,NA,2,2
62703,2,2.17,NA,NA,2,4
62704,80,1.59,3,1,1,5
62705,30,5,4,1,2,2
62706,39,3.7,5,5,2,4
62707,49,0.97,2,1,2,3
62708,52,1.34,3,1,1,5
62709,10,1.09,NA,NA,2,3
62710,41,0.87,5,1,1,2
62711,1,2.04,NA,NA,1,3
62712,4,0.69,NA,NA,2,2
62713,15,NA,NA,NA,1,3
62714,75,0.68,1,1,1,1
62715,10,3.82,NA,NA,1,3
62716,42,NA,5,1,2,5
62717,50,1.38,3,6,2,3
62718,63,2.51,4,5,1,4
62719,74,4.66,1,4,1,2
62720,58,5,5,1,1,3
62721,2,5,NA,NA,2,3
62722,1,1.21,NA,NA,1,1
62723,31,5,5,1,2,3
62724,57,5,5,1,2,3
62725,3,1.43,NA,NA,2,5
62726,1,5,NA,NA,2,3
62727,80,1.65,4,1,2,3
62728,32,NA,5,5,2,4
62729,1,NA,NA,NA,2,2
62730,0,0.97,NA,NA,1,3
62731,19,NA,NA,NA,1,1
62732,71,0.56,2,1,2,1
62733,5,5,NA,NA,1,5
62734,52,0.53,2,5,1,4
62735,39,5,3,1,1,3
62736,40,1.4,4,5,2,4
62737,58,0.7,1,1,1,5
62738,6,1.11,NA,NA,1,3
62739,74,2.49,5,1,1,3
62740,19,2.7,NA,NA,2,4
62741,0,2.91,NA,NA,2,4
62742,70,1.7,1,1,1,2
62743,0,0.65,NA,NA,1,3
62744,37,2.6,5,1,1,2
62745,71,1.63,2,1,2,4
62746,38,NA,4,1,2,2
62747,52,2.78,4,1,1,4
62748,13,1.49,NA,NA,1,2
62749,48,5,2,1,1,4
62750,45,0.68,4,3,2,5
62751,8,1.03,NA,NA,1,3
62752,35,5,5,1,1,3
62753,16,1.3,NA,NA,2,4
62754,0,3.38,NA,NA,2,3
62755,19,0.66,NA,NA,2,4
62756,7,1.66,NA,NA,1,3
62757,54,2.1,3,3,1,3
62758,9,5,NA,NA,2,5
62759,22,2.07,4,5,2,4
62760,10,0.89,NA,NA,2,2
62761,68,1.97,3,1,1,1
62762,1,2.26,NA,NA,2,1
62763,29,5,4,1,1,3
62764,51,0.36,3,5,2,2
62765,29,2.45,5,1,2,5
62766,1,0.92,NA,NA,1,5
62767,40,NA,4,5,2,2
62768,38,0.68,3,4,2,1
62769,13,0.89,NA,NA,2,3
62770,1,4.32,NA,NA,1,3
62771,30,0.75,2,5,1,4
62772,46,5,5,5,2,1
62773,50,0.19,4,3,2,3
62774,80,0.39,4,1,1,3
62775,69,1.36,1,3,2,2
62776,9,1.62,NA,NA,1,4
62777,28,1.93,5,5,1,5
62778,4,4.12,NA,NA,2,3
62779,32,NA,3,6,1,3
62780,5,5,NA,NA,2,3
62781,3,0.71,NA,NA,2,1
62782,0,5,NA,NA,2,5
62783,6,0.57,NA,NA,2,2
62784,31,1.49,3,1,1,2
62785,4,3.8,NA,NA,1,4
62786,7,0.74,NA,NA,1,1
62787,21,5,4,5,2,5
62788,35,0.73,1,6,1,1
62789,26,2.2,4,6,2,5
62790,11,0.02,NA,NA,2,4
62791,14,1.3,NA,NA,1,3
62792,52,1.09,4,3,2,3
62793,72,5,3,1,1,3
62794,45,2.17,5,4,2,4
62795,20,NA,4,5,1,3
62796,17,NA,NA,NA,2,5
62797,24,1.84,5,5,2,5
62798,50,1.57,2,1,1,2
62799,0,0.36,NA,NA,2,4
62800,15,2.66,NA,NA,2,3
62801,19,0.63,NA,NA,2,3
62802,6,1.57,NA,NA,1,3
62803,34,3.15,4,1,2,3
62804,69,5,5,1,1,3
62805,41,4.1,5,5,2,4
62806,53,0.76,2,6,1,4
62807,67,4.15,5,1,1,3
62808,44,0.78,1,1,2,1
62809,51,0.23,3,2,2,3
62810,15,0.97,NA,NA,2,3
62811,40,2.69,5,5,2,4
62812,50,0.46,1,6,1,1
62813,71,1.16,4,5,1,3
62814,72,1.7,2,2,1,4
62815,4,2.17,NA,NA,1,2
62816,23,1.38,4,5,1,5
62817,41,0.94,3,6,1,4
62818,52,1.34,4,4,2,4
62819,59,2.17,5,1,2,3
62820,53,0.76,1,1,2,5
62821,56,1.88,3,2,2,4
62822,33,1.38,5,6,1,3
62823,46,0.18,2,4,1,4
62824,40,4.03,5,1,2,4
62825,3,0.51,NA,NA,2,1
62826,80,1.12,1,2,2,5
62827,0,1.28,NA,NA,2,5
62828,21,0.78,4,6,2,3
62829,0,5,NA,NA,1,1
62830,14,5,NA,NA,1,3
62831,4,NA,NA,NA,2,1
62832,15,0.54,NA,NA,2,1
62833,18,0.21,NA,NA,2,3
62834,6,0.8,NA,NA,1,1
62835,66,3.48,5,5,2,5
62836,25,0.82,3,5,1,2
62837,18,NA,NA,NA,2,3
62838,44,1.16,3,5,2,4
62839,3,0.41,NA,NA,2,4
62840,60,1.27,1,1,1,3
62841,52,2.43,2,1,1,4
62842,4,0.82,NA,NA,1,4
62843,14,0.17,NA,NA,1,2
62844,7,2.66,NA,NA,1,5
62845,27,2.78,2,5,1,4
62846,80,0.41,1,2,2,4
62847,44,5,5,1,1,2
62848,38,1.61,5,5,1,4
62849,40,5,4,1,2,4
62850,1,5,NA,NA,2,5
62851,27,1.39,2,5,1,3
62852,4,NA,NA,NA,2,4
62853,16,1.65,NA,NA,1,5
62854,8,0.93,NA,NA,1,4
62855,47,5,4,3,2,3
62856,2,NA,NA,NA,2,1
62857,0,1.99,NA,NA,2,4
62858,17,4.86,NA,NA,1,4
62859,53,1.41,3,3,2,4
62860,55,1.81,3,1,1,5
62861,80,1.88,3,1,2,3
62862,0,0.78,NA,NA,1,3
62863,1,0.87,NA,NA,2,1
62864,57,0.32,4,5,2,3
62865,17,0.65,NA,NA,1,5
62866,5,0.1,NA,NA,2,3
62867,12,1.05,NA,NA,1,3
62868,27,1.16,4,1,1,3
62869,2,5,NA,NA,1,4
62870,13,0.57,NA,NA,1,1
62871,48,4.59,5,1,1,5
62872,17,5,NA,NA,2,3
62873,15,2.33,NA,NA,1,4
62874,33,1.11,3,6,2,1
62875,46,2.81,4,3,2,3
62876,74,3.67,4,2,2,3
62877,8,0.15,NA,NA,1,4
62878,15,0.67,NA,NA,1,4
62879,14,2.43,NA,NA,2,4
62880,64,1.52,5,1,2,3
62881,57,4.59,5,1,2,3
62882,59,NA,2,1,1,5
62883,80,2.31,4,1,2,3
62884,36,0.13,3,5,2,3
62885,60,5,4,2,1,4
62886,21,1.95,3,5,1,4
62887,62,0.2,3,4,2,4
62888,6,0.57,NA,NA,1,4
62889,2,1.91,NA,NA,1,2
62890,16,5,NA,NA,2,5
62891,74,NA,2,3,2,4
62892,50,0.79,4,6,1,4
62893,21,1.21,2,4,2,1
62894,9,1.19,NA,NA,2,4
62895,33,5,5,1,1,3
62896,5,2.2,NA,NA,2,3
62897,5,3.04,NA,NA,1,2
62898,24,2.38,2,1,2,4
62899,45,NA,3,6,2,2
62900,68,2.69,3,2,2,4
62901,64,5,5,1,2,5
62902,48,1.08,4,1,2,3
62903,7,NA,NA,NA,1,5
62904,2,1.1,NA,NA,1,4
62905,1,NA,NA,NA,2,5
62906,0,0.27,NA,NA,2,1
62907,16,0.8,NA,NA,2,2
62908,21,1.48,1,5,1,2
62909,31,NA,4,6,2,2
62910,7,2.91,NA,NA,2,4
62911,16,1.85,NA,NA,1,1
62912,59,4.59,3,3,1,3
62913,40,1.09,5,3,2,4
62914,4,0.31,NA,NA,2,3
62915,35,0.66,4,1,1,1
62916,22,0.79,4,5,1,1
62917,13,3.15,NA,NA,1,3
62918,25,1.08,4,4,1,4
62919,34,0.21,1,1,2,3
62920,3,3.58,NA,NA,1,2
62921,10,1.67,NA,NA,2,4
62922,31,2.57,4,5,2,3
62923,21,1.34,4,6,1,4
62924,79,0.91,1,2,2,4
62925,18,0.46,NA,NA,2,3
62926,1,1.11,NA,NA,2,1
62927,63,5,4,1,1,3
62928,43,0.84,2,5,2,4
62929,68,NA,4,1,1,4
62930,23,0.67,4,5,1,1
62931,15,3.47,NA,NA,1,5
62932,2,5,NA,NA,2,3
62933,17,1.78,NA,NA,2,5
62934,60,2.2,2,2,2,3
62935,51,NA,4,1,1,2
62936,35,1.03,3,1,2,3
62937,63,1.63,4,1,2,4
62938,32,1.13,3,5,2,4
62939,38,1.41,3,5,1,2
62940,62,4.34,5,1,1,4
62941,55,1.16,4,4,2,4
62942,48,5,5,1,1,3
62943,15,2.83,NA,NA,1,2
62944,17,1.06,NA,NA,2,4
62945,48,4.9,5,1,2,4
62946,9,0.27,NA,NA,1,4
62947,68,0.79,1,2,2,2
62948,79,5,4,1,1,3
62949,8,3.89,NA,NA,2,4
62950,16,3.3,NA,NA,2,3
62951,23,5,3,5,2,4
62952,20,3.7,4,4,1,5
62953,44,3.47,5,1,1,5
62954,28,0.72,5,5,1,4
62955,31,5,5,1,2,3
62956,0,0.65,NA,NA,2,5
62957,3,0.38,NA,NA,2,5
62958,72,4.95,3,1,2,3
62959,13,5,NA,NA,2,5
62960,3,1,NA,NA,2,4
62961,0,1.5,NA,NA,1,4
62962,2,0.44,NA,NA,1,4
62963,6,1.15,NA,NA,2,5
62964,22,NA,4,5,1,5
